entity,pillar,title,url,source,date,demographics,text_paragraph_1,text_paragraph_2,text_paragraph_3,has_text,is_google_link,rss_position,reach_score
Egypt,Macroeconomy,Egypt’s Nasser Social Bank sets FY 2026/27 draft budget at EGP 44.7bn,https://www.dailynewsegypt.com/2026/05/13/egypt-advances-draft-law-to-establish-new-family-support-fund-covering-unpaid-alimony/,Dailynewsegypt,12 May 2026,,,,,no,no,1,7
Egypt,Macroeconomy,Iran-U.S. conflict and energy risks push Egypt inflation outlook higher: Central bank,https://news.google.com/rss/articles/CBMioAFBVV95cUxNX1RkcVFnaDl3S1NRY3J3ak5iOVlJSUxnWTM2RGFadkIxTDktZkxtelFuS3V5dHBFUERaa1dYRmhnOURmbUtOQXdzNXpmVHZsc25DUXVHR3l4NDFjUDhjZVpHX2xLanVUSFFDLTM0ZTJUUFdiZGJldzBiSWVHZHZqZnV0VTlRb0llcFM4WHlwZWtlWWxodnRLRFdBYTJncE1l?oc=5,Egypt Today,10 May 2026,,,,,no,yes,2,6
Egypt,Digital Economy,Egypt minister meets Huawei execs to discuss enhancing cooperation in ICT,https://www.telecompaper.com/egypt-minister-meets-huawei-execs-to-discuss-enhancing-cooperation-in-ict/,Telecompaper,13 May 2026,,,,,no,no,0,8
Egypt,Digital Economy,Egypt: Regulatory Authority Grants Six New FinTech and Digital Insurance Entities,https://news.google.com/rss/articles/CBMixAFBVV95cUxNd08yODNQSFRETEZ4eXltMUV2WDRhZWxXVUYyNEpBWEE3T0tLM0N0d1gzRDR3el90WVpDa19QQ05IVnZmQ1RoeXRQbG0yT21wbFNGbC1VQVZqX3FzZ2RMR29kdkFic1VmN3Bib0Q4WVpmdnRMT1V3RmNqVy1BOExHR25acGpFMS1jalNnZVFLY2hKQmJwbmh5THlfZmFLYURPa2VhdXBuS1NrbXNHVnhwTU9UWWRHV1FjMmFWdXNlUkl4YWFv?oc=5,Financial Afrik,11 May 2026,,,,,no,yes,1,7
Egypt,Digital Economy,Valu Partners with Fawry to Expand Flexible Digital Payments in Egypt,https://techafricanews.com/2026/05/12/valu-partners-with-fawry-to-expand-flexible-digital-payments-in-egypt/,TechAfrica News,12 May 2026,,,,,no,no,2,10
Egypt,Governance,Egypt’s FM meets with Russian counterpart on sidelines of BRICS FMs meeting,https://www.egypttoday.com/Article/1/147178/Egypt%E2%80%99s-FM-meets-with-Russian-counterpart-on-sidelines-of-BRICS,Egypt Today,15 May 2026,,"CAIRO – 15 May 2026: Egypt’s Minister of Foreign Affairs, International Cooperation, and Egyptians Abroad, Badr Abdelatty, met on Thursday, with Sergey Lavrov, Minister of Foreign Affairs of the Russian Federation, on the sidelines of the BRICS Foreign Ministers' Meeting held in New Delhi.","During the meeting, the two ministers affirmed their pride in the strategic partnership between Egypt and Russia and their shared commitment to further advancing bilateral cooperation across various fields, in accordance with the directives of the political leadership in both countries.","Minister Abdelatty commended the progress achieved in several joint projects, most notably the Russian Industrial Zone in the Suez Canal Economic Zone and the Dabaa Nuclear Power Plant project.",yes,no,0,10
Egypt,Governance,One year on: Workers remain the weakest link in Egypt’s new Labor Law,https://news.google.com/rss/articles/CBMiTkFVX3lxTE9KVk1KMXFwYmptTFJKa0xlVVhUekxtSkU4Smc0eklqcVJTZUNSZ0pWRnFIeDNDRk9uVHR5MzI5aXA5a1F1My1hcHBLQV9lZw?oc=5,المنصة | ما رواه الناس,12 May 2026,,,,,no,yes,1,7
Egypt,Governance,Civil War in Sudan | Global Conflict Tracker,https://news.google.com/rss/articles/CBMifkFVX3lxTE93b3VSei1NWTdlTUVhWjNaVGpKU2J1WVNZdlFEdFJsUnEzNEpZbXJZVXFyZ1JXcW1OOTdFZTJSbW1SRGZEQXR0U3ZuUkJOUG5ER0lyUHFqY09JWFVBVjVJSXVMM0RvMFp2ZnktdmIzaUFVaGF3UDE0U0daSElwUQ?oc=5,Council on Foreign Relations,8 May 2026,,,,,no,yes,2,6
Egypt,Agrifood & Climate,"Origins of agriculture - Nile Valley, Fertile Crescent, Neolithic Revolution",https://news.google.com/rss/articles/CBMibEFVX3lxTE1XekpoT1JFTHdjbFN5QUZROTQ3SkszX1JBSC1QSWx4T2FudERHVnJWZ1R3QVlfU0FqNWV2NXZmS1VZanNoS0EweFRDaGc1VXZBSElhMk4xeEJhWkpMOGdDMEh4ekhZSkJmYndNRw?oc=5,Britannica,12 May 2026,,,,,no,yes,0,8
Egypt,Agrifood & Climate,Egypt stresses water-food security link at Africa Forward Summit,https://www.dailynewsegypt.com/2026/05/13/egypt-stresses-water-food-security-link-at-africa-forward-summit/,Dailynewsegypt,13 May 2026,,,,,no,no,1,7
Egypt,Agrifood & Climate,"Scorpions sting and hospitalize hundreds in Egypt, roused by freak storm",https://www.pressdemocrat.com/1969/12/31/scorpions-sting-and-hospitalize-hundreds-in-egypt-roused-by-freak-storm/,The Press Democrat,15 May 2026,,"Aswan, Egypt, is one of the world’s driest cities, where it hardly ever rains. Situated along the Nile River and home to more than 1.5 million people, it averages just 0.12 inches (3 millimeters) of rain per year.","But on Friday and Saturday, intense thunderstorms and even hail deluged the desert city and parts of the surrounding region. The Associated Press reported that the torrents caused flooding and power outages, closed schools and left three people dead.","The rains also unleashed something especially sinister: hordes of highly venomous scorpions whose stings hospitalized 503 people, according to Ehab Hanafy, undersecretary of the Health Ministry in Aswan.",yes,no,2,8
Egypt,Workforce & Human Capital,Dwight School Cairo brings 154 years of global education expertise to Egypt,https://www.dailynewsegypt.com/wp-login.php?redirect_to=https%3A%2F%2Fwww.dailynewsegypt.com%2Fsearch%2FDwight%2BSchool%2BCairo%2Bbrings%2B154%2Byears%2Bof%2Bglobal%2Beducation%2Bexpertise%2Bto%2BEgypt,Dailynewsegypt,13 May 2026,,,,,no,no,0,8
Egypt,Workforce & Human Capital,Egypt Education Platform Board Approves Issued Capital Increase To EGP 2.61 Billion,https://news.google.com/rss/articles/CBMi6AFBVV95cUxQZEF6Y1VvQ0Q5S1FMc1FvbnZ0a0ZuVnoxRGxONWVNMGszNUNkQWdodWNuTEFKQjJXZEVNYnYxU2FJVmIzcGJoUUhocHNMU292NlB5TFN6MmRoc2E2NVB5c0RiMzk5Skl6Y0UydGZOWkozM1EtVDBhMGstX2hPWDBzRmoxc2huZ2J6REJQVzhvRWNMR002YmtmOXBsYk5pdkdPOUZhOXpRRGpHd1BRMDRZNVNVeGhTR0RkekNjYWh2di1ybHRGTnA2a0FDdjg2TDVCUnNjTVoyc01ZT0RoMUdQSW96Q1o3LTM0?oc=5,TradingView,14 May 2026,,,,,no,yes,2,6
Egypt,Workforce & Human Capital,From Cairo to the Continent: Egypt’s Ministry of Youth and Sports and the Rise of a New Africa–MENA Generation,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPT3lHQ1piWFdVQ3dWVkxBQ0dkM2drakwyMnNMMVhPNk9Jek41Y1puR1M4ZWlfTnc1bEZ5OENzYjdUR3gwb3RyYnBnNzlleVEySGJ6RjhCMXFYN2FFR01TbmxXRDQ4b05Sc0hKYmpJOFFqYVpjcXRrbWRvbEFJcVJYYk1TZTFteDhwR1VESF9LNXFtTHZoYXZ1SE5GZnI5dVlpNlM5dG80cHJyNmlqOWZoTXdHSW5TWF9UX0gyczBCdFNlcktXd1M3eTZoZEpPeTgzVFpBS3RVYU8wZkJRUGhiYkJtSQ?oc=5,The Voice of Africa,14 May 2026,youth,,,,no,yes,3,5
Eritrea,Jobs & Employment,Berbera Is the Noose: Israel’s Eritrea Play,https://blogs.timesofisrael.com/berbera-is-the-noose-israels-eritrea-play/,The Times of Israel,14 May 2026,,,,,no,no,0,8
Eritrea,Jobs & Employment,Driving Data with Digital Technology: Eritrea Strengthens Data Systems with Landmark Survey,https://news.google.com/rss/articles/CBMitAFBVV95cUxQcUFxM1RVdjNsRWpUcHJiT0xQQnRta0lSSDVXSHMzOUtMOXdCc01KbGU0ZG1oY3d6bWZCOFVmeEs2bHdkUEpJMEI5REZuZVFTbF96aFNlT2FBMl8xQUlBdmpMbzk3dnRBYzNkQlJqeGRhbldjS3A4QWhaWXhHNjdkak03MXNWdFRadlh0aEkxelZNSGUxekc5MWtmSEQwTmVLaV96TWc5WUZ0LXJxd1dMWl9ROVY?oc=5,UNDP,8 May 2026,,,,,no,yes,1,7
Eritrea,Jobs & Employment,Transnational Ethnicity and State Sponsored Militarization: The Case of Eritrea’s Training of Eastern Sudanese Armed Groups,https://hornreview.org/2026/05/15/transnational-ethnicity-and-state-sponsored-militarization-the-case-of-eritreas-training-of-eastern-sudanese-armed-groups/,horn review,15 May 2026,,,,,no,no,0,8
Eritrea,Macroeconomy,"Ethiopia, Eritrea’s shared destiny beyond political borders",https://news.google.com/rss/articles/CBMiV0FVX3lxTE5mVUpWRTZHenRpaDdlTWVLUE5ycmRxNVoyYTBYTkMtY3YxWWZQaTZZUXRtOWtxUWtFR3NXNGx2U1NFVUNVVlM1WGJjVXlPWHJrUGZnNG1NWQ?oc=5,The Jerusalem Post,10 May 2026,,,,,no,yes,1,7
Eritrea,Macroeconomy,Astral launches Nairobi-Asmara freighter route,https://news.google.com/rss/articles/CBMipgFBVV95cUxNSHNXLXJ3Q09lT2dUYWpkWDdZVl9uWGFWTnh4RE96R0Uxamgyd0NLUDY3eGw2bXN1REF0cm93b3Jsem9YWHJ6Z0ZrZlpBSS1TM1NtbUNhc1pHbkY4a2J2RWhXcExveWVLTjItYkIwX0FobXlodE5nWXZuamQ3R2dQblpWLWtMMTVCZThuVXhpdFpJcHAtSTNWY28xV0F6RzljWWh5YlZR?oc=5,Air Cargo News,11 May 2026,,,,,no,yes,2,6
Eritrea,Macroeconomy,"Defense spending budget in Africa 2026, by country",https://www.statista.com/statistics/1219612/defense-spending-budget-in-africa-by-country/,Statista,8 May 2026,,,,,no,no,3,5
Eritrea,Digital Economy,Successful Effort to Expand Educational Services,https://news.google.com/rss/articles/CBMijAFBVV95cUxQUlUycU8yXy1KM1liMFRUWW1wMGhrQi1DdTJ5S01oMU1PT3VpLXBQWEZ2Vmk3Wi0yQWp0QUhHOHBuSF9hNmtQYUdEeU1uR1ZXQnhmRlNQMGZFS0t5bVE3LTNNb29OUllCWWdsRU04NVRIWmtMaUNRWkp5SGJ6U1A2Q0U0UDRDbkJHQkc3NdIBjAFBVV95cUxQUlUycU8yXy1KM1liMFRUWW1wMGhrQi1DdTJ5S01oMU1PT3VpLXBQWEZ2Vmk3Wi0yQWp0QUhHOHBuSF9hNmtQYUdEeU1uR1ZXQnhmRlNQMGZFS0t5bVE3LTNNb29OUllCWWdsRU04NVRIWmtMaUNRWkp5SGJ6U1A2Q0U0UDRDbkJHQkc3NQ?oc=5,Eritrea Ministry Of Information,14 May 2026,,,,,no,yes,0,8
Eritrea,Digital Economy,Education: The Bedrock of Eritrea’s Development and Social Justice,https://news.google.com/rss/articles/CBMiogFBVV95cUxNRmhuZ3hDbEVPS0JiZkVpYVRVYWJkZjc5RlU0X0hNUVY1QXYtaTVUOWZad1F5UG9oVU1oVG5aT0V6eHYteTlqeDdSc3llTnBPd3BoQVNqOHJseXV0LVJEeFpiLVM2czU2X3pobFFjaWVGWnNlT3FWcGhodGduUkxLS1ZGZ09Cd3FMeTZKc08tTlhuNzF1S3VwLURUTm91ZXRUTUHSAaIBQVVfeXFMTUZobmd4Q2xFT0tCYmZFaWFUVWFiZGY3OUZVNF9ITVFWNUF2LWk1VDlmWndReVBvaFVNaFRuWk9Fenh2LXk5ang3UnN5ZU5wT3dwaEFTajhybHl1dC1SRHhaYi1TNnM1Nl96aGxRY2llRlpzZU9xVnBoaHRnblJMS0tWRmdPQndxTHk2SnNPLU5YbjcxdUt1cC1EVE5vdWV0VE1B?oc=5,Eritrea Ministry Of Information,13 May 2026,,,,,no,yes,1,7
Eritrea,Digital Economy,Article describing explosion at secret Fano rebel camp in Eritrea was fabricated,https://news.google.com/rss/articles/CBMiWEFVX3lxTE9qMDV6amU0alhMLU1UcnNCTXBLXzFxT0JieVpWbFVXRmx0TlZkeklEMWxqcUg0aFUxMlVHUDY4bzNjMUZ3Qi1BVTBLY2lwNXgxcWZmZFdxQlE?oc=5,AFP Fact Check,12 May 2026,,,,,no,yes,0,15
Eritrea,Governance,Renewed Tigray tensions raise fears of Ethiopia-Eritrea war,https://news.google.com/rss/articles/CBMilwFBVV95cUxQODJqU2VHY05vQThFWllMSTBjWjBuX1FXSTh4eE9wYldLaGRLWG1DbVIyUm80ZF9rU2xid1RwbTFrUVVPY1ZKS2g2Umd6bE8zcWw2aWRjSnR0NWptMDJyeHFQZGN4RW51QTM2TDB0cEd2a3A3QUhXRjhKb1g2M2ZzNWVyamF3V3BqMG1KRDg4NmFGZjJId2dv0gGXAUFVX3lxTE1nWk5hbHBfNWJLVmZhazg3NXN6cU8zNHVCM21NSGFzWVMxWVJYdjJDREpmNXMyNVNzeEVwblBFbV94RG9UNW1HbW5JM0RGUm9lcTBrOTJKQ3VYV1JBRkNWbVZWRmRQLUc0S1RjTC1WWWUwbVdUV3AweWNjUWw4UW1DbDJwc1F2NExGcmp2MnZ6WmFfamN2TWc?oc=5,DW.com,13 May 2026,,,,,no,yes,0,13
Eritrea,Governance,"Joint Letter | Eritrea: Extend the Special Rapporteur’s mandate, move the accountability agenda forward",https://news.google.com/rss/articles/CBMiakFVX3lxTE4wU1FaNUFPMFllOC1YVzlNM0VYMnFzOUdJdFp2T2ZpUWVtbU1BNDlHVnJXS0pXQ2xQU3JUbkNsZTNLajFReV9iUC1VNERDVkc5ekJVbDFfWldNWHZoek5ncFAzaEJXS09Fc0E?oc=5,Raoul Wallenberg Centre,12 May 2026,,,,,no,yes,1,7
Eritrea,Governance,"Eritrea: Extend the Special Rapporteur’s mandate, move the accountability agenda forward",https://www.globalr2p.org/publications/eritrea-extend-the-special-rapporteurs-mandate-move-the-accountability-agenda-forward/,Global Centre for the Responsibility to Protect,13 May 2026,,"Ahead of the UN Human Rights Council’s 62 nd session (15 June-10 July 2026), we, the undersigned non-governmental organisations, write to urge your delegation to support the development and adoption of a strong resolution that extends the mandate of the Special Rapporteur on the situation of human rights in Eritrea .","Beyond spelling out and condemning the ongoing grave human rights violations committed by Eritrean authorities in a context of widespread impunity, this year’s resolution, which will be considered ten years after the Commission of Inquiry (COI) on Human Rights in Eritrea presented its final report to the Council, should among others request the Special Rapporteur to stock-take on options and processes available to address past and ongoing violations and ensure accountability and justice.","The Human Rights Council’s 62 nd regular session will open in a context of increasing regional tensions, in particular between Eritrea and Ethiopia, while Eritrea’s human rights situation remains of utmost concern. In addition to the grave violations outlined in previous civil society letters, which continue with impunity, the country’s domestic situation has severe and far-reaching effects on the Eritrean diaspora, who often face extraterritorial attacks (which the Special Rapporteur has identified as acts of “transnational repression” ) aimed at maintaining control, silencing peaceful dissent, and discouraging criticism of the authorities.",yes,no,2,8
Eritrea,Agrifood & Climate,Eritrea’s Agricultural Development Over the Past 35 Years: Significant Progress in the Regulation of Agricultural Products Part II,https://news.google.com/rss/articles/CBMi8gFBVV95cUxNZXd3cTdQVWtTMW40cFdTUmczdVdWSWg3NTRoUlhWZlZGSjF5blZFRWJiUDEwTFBodlRLMk1scU5FcVRWQ0hhRks4VEpXSFZUdjA3QUN2Y3YxcWk4X1RRcFpwc3l0Y012WlVJalBNSUphWmhRbnJjS2U0dUhqV3o0WkdjMHlpRlRHNzh6R05WallFLUZselg4RzVqUXlJanZId0VocWpSVkFDc2Z1MUJxZ3A5QkhfbUhlSHliQVE0UXlsZHJ6bzhta3FMa1Vmb0dnM2hfN0VnMFloUTQtOEhHRUtJWi01NmZEM1lBc3A3Q200QdIB9wFBVV95cUxOYkVEQXV5OWt6d0Q5NER6N2lGalFLalpPVTVxSVJrMXIxeDRmSk9vNEtKLVpYTHFYdjNjdDREYTBQbDFLdGJhNmxpWU9mcV9MbUtWVWhtMTVSYjNfNVhVcjg1d0QtVkxZM1FRSWtCWmNWV1htM0k0a2oxUEpFUXNkQUpaX3ZCUHRaS3BlOEIzUVVoRmVsZXl1dWpQMGNQRHpJclpEX3RzSk9RX0g2LWN5TVFsY1pEZ25UV0pZaGVqeWtGcHRpeUpjcFZlN1dTX1F1czlhYmdMQkxkVWV4cHRZUWxiMkZMb045M0VOeGM3RWRtSUhfaldZ?oc=5,Eritrea Ministry Of Information,15 May 2026,,,,,no,yes,0,8
Eritrea,Agrifood & Climate,African Development Bank and Eritrea deepen partnership rooted in trust and pragmatism,https://www.afdb.org/en/news-and-events/multimedia/video/potential-impact-african-development-bank-central-africa-93015,African Development Bank Group,11 May 2026,,,,,no,no,1,7
Eritrea,Agrifood & Climate,Conflict and violence become the leading driver of internal displacements,https://www.nrc.no/news/2026/conflict-and-violence-become-the-leading-driver-of-internal-displacements,nrc.no,12 May 2026,,"“Never have we recorded such a staggering number of displacements related to conflict,” said IDMC director Tracy Lucas. “As conflicts are intensifying, it is often the same people who are uprooted again and again. Yet the systems meant to protect them are being dismantled.”","Meanwhile, the number of people living in internal displacement remained near record levels, at 82.2 million, the second-highest figure ever recorded.","Emerging, escalating and entrenched conflicts forced people to move repeatedly within their countries, driving a 60 per cent increase in conflict displacements compared with 2024. As instability deepened throughout the year, Iran, with 10 million internal displacements, and the Democratic Republic of Congo, with 9.7 million, together represented two-thirds of conflict displacements.",yes,no,2,8
Eritrea,Workforce & Human Capital,"AfDB and Eritrea Deepen Partnership to Advance Energy, Infrastructure and Economic Reform",https://www.devdiscourse.com/article/international/3909304-russia-india-strategic-partnership-deepens-amid-western-economic-pressure,Devdiscourse,12 May 2026,,"In a bid to fortify its strategic partnership with India, Russian Foreign Minister Sergey Lavrov has outlined plans to shield bilateral trade from Western economic sanctions. During a press conference following the BRICS meetings in New Delhi, Lavrov emphasized the 'privileged strategic partnership' between the two nations.","Lavrov held discussions with Indian External Affairs Minister S Jaishankar and met Prime Minister Narendra Modi, focusing on creating independent financial systems and trade routes that bypass Western-imposed restrictions and US 'reciprocal tariffs'. The talks occurred alongside the BRICS Foreign Ministers' Meeting.","Among the key goals discussed was the target to achieve $100 billion in bilateral trade by 2030. The discussions also included enhancing transport corridors to bolster connectivity. The geopolitical landscape, including US economic measures and situations in Ukraine and West Asia, was also a significant aspect of the dialogue.",yes,no,3,7
Eritrea,Workforce & Human Capital,Eritrea Advances Renewable Energy and Financial Modernization with African Development Bank Support,https://news.fundsforngos.org/2026/05/12/eritrea-advances-renewable-energy-and-financial-modernization-with-african-development-bank-support/,fundsforNGOs News,12 May 2026,,,,,no,no,4,4
Eritrea,Workforce & Human Capital,"Statement by The Delegation of the State of Eritrea at the 87th Ordinary Session of the African Commission on Human and Peoples’ Rights (ACHPR) 11-20 May 2026, On agenda item 3. “Human Rights Situation in Africa”",https://news.google.com/rss/articles/CBMiU0FVX3lxTE5wZjRTZGw4cjVFUjNGVUFZMTF3T2xHTHQ0VTBzdE5NYnVjS2gzVDdIc05vTjNKUk05eW1kV0NhSWxuQ3RjRUZ3TEpMWk5HV2dYcm9z0gFTQVVfeXFMTnBmNFNkbDhyNUVSM0ZVQVkxMXdPbEdMdDRVMHN0Tk1idWNLaDNUN0hzTm9OM0pSTTl5bWRXQ2FJbG5DdGNFRndMSkxaTkdXZ1hyb3M?oc=5,Eritrea Ministry Of Information,13 May 2026,,,,,no,yes,5,3
Ethiopia,Jobs & Employment,Macron ends Africa trip in Ethiopia with focus on UN reform and inclusive governance,https://news.google.com/rss/articles/CBMingFBVV95cUxNb1VRWGw3Snp5YUNfQWtla1FrcTNfQnV0ek5OdlVfNFl3dGd2ZnFlN2tyVUJmME5KR1RYSDBaanVGbEZIRG5TUTVHZ1NvZjgzd2dOME10bnoxRXNZa3dESzFJOWVjXzVkVTlBUS16bC0weU1xSzloNm9HTzhFa0xFTWFFOS1pT3BKa0M4OFBfTWQ2UDF5WEtXRmdZd3VNd9IBngFBVV95cUxNb1VRWGw3Snp5YUNfQWtla1FrcTNfQnV0ek5OdlVfNFl3dGd2ZnFlN2tyVUJmME5KR1RYSDBaanVGbEZIRG5TUTVHZ1NvZjgzd2dOME10bnoxRXNZa3dESzFJOWVjXzVkVTlBUS16bC0weU1xSzloNm9HTzhFa0xFTWFFOS1pT3BKa0M4OFBfTWQ2UDF5WEtXRmdZd3VNdw?oc=5,KIRO 7 News Seattle,13 May 2026,,,,,no,yes,0,8
Ethiopia,Jobs & Employment,US solar panel makers seek tariff probe on Ethiopia,https://www.cnbcafrica.com/2026/us-solar-panel-makers-seek-tariff-probe-on-ethiopia,CNBC Africa,13 May 2026,,"(Reuters) – A group of U.S. solar panel makers on Tuesday asked federal trade officials to investigate solar shipments from Ethiopia, alleging that companies are finishing their products there to avoid import duties on Chinese-made goods.",The filing with the U.S. Department of Commerce is the latest in a decade-long string of attempts by owners of domestic solar panel factories to seek tariffs on cheap imports made primarily by Chinese companies.,"It alleges that Japan’s Toyo and Origin Solar Manufacturing are using Chinese-made wafers to make solar cells in Ethiopia, then assembling those cells into panels in Ethiopia or Vietnam for export to the U.S.",yes,no,1,14
Ethiopia,Jobs & Employment,Made‑in‑Africa Shields: Building Factories That Protect Lives—and Power Jobs,https://panafricanvisions.com/wp-login.php?redirect_to=https%3A%2F%2Fpanafricanvisions.com%2Fsearch%2FMade%2Bin%2BAfrica%2BShields%2B%2BBuilding%2BFactories%2BThat%2BProtect%2BLives%2Band%2BPower%2BJobs,pan african visions,13 May 2026,,,,,no,no,2,6
Ethiopia,Macroeconomy,"Ethiopia, Eritrea’s shared destiny beyond political borders",https://news.google.com/rss/articles/CBMiV0FVX3lxTE5mVUpWRTZHenRpaDdlTWVLUE5ycmRxNVoyYTBYTkMtY3YxWWZQaTZZUXRtOWtxUWtFR3NXNGx2U1NFVUNVVlM1WGJjVXlPWHJrUGZnNG1NWQ?oc=5,The Jerusalem Post,10 May 2026,,,,,no,yes,0,8
Ethiopia,Macroeconomy,Ethiopia’s Foreign Minister Gedion Timothewos Addresses Thinktank Roundtable at Hudson Institute,https://news.google.com/rss/articles/CBMixgFBVV95cUxOUmxINUxoOTJiMFFhTTdTSXd0d3lWdHFZQkFPU2VZTUZGY3FUS21wb2lVUDVtdVF1Z2pLTF9HMGRFMjVZS3hCaTZ3SHF3eWpaLUFMbUpMQVY5azQzNXU2clY0REREdVYtYWw3cDE3OFlqWGh5Wjd3SFFKOW1hWGtJR29raW42c2lleG1ZSHRfV3VGaTktZXI2ZVNiRGd0bnhUX252TmYxX1pxUnlZMUVKYjkyZDVOVDJvWXBfNWtKbEgzb1BHRkE?oc=5,Fana Media Corporation S.C,12 May 2026,,,,,no,yes,1,7
Ethiopia,Macroeconomy,"Ethiopia’s Inflation Rises to 11.4% in April, above Central Bank’s Target",https://news.google.com/rss/articles/CBMirwFBVV95cUxQNzVxNnpTVVFmZk9PSlBrNDhkMDloVTJpWUJRcmhTT2JPRXZPazBfaGxZLVVROUY4TTJaVG8zQ0ZXeDdqUnBfbE1yRVZ6YkVyem9yRG9iOXFwUm9TRU9Xb3pRUzlMY0pwRFlVaHNBNFZ3ZjlRYTlLd3pITE1odDZPWWFRQzJGelFWSDhFWkZqV0FwSlpPNnBFYUxIMTJJc1dfSDhNOVpiSkFXLUp4eERB?oc=5,Ethiopian Monitor,11 May 2026,,,,,no,yes,2,6
Ethiopia,Digital Economy,Safaricom Ethiopia Delivers 130.9% Revenue Growth as M-PESA Users Double to 5.2 Million,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQMUZ1UGpnRk9TZzFraDlnQnhJNC1Ja0RlaV8wT2VFck5ZWHA5aElKOS1QY1oybkRFNDFUZmE0NXRDcTVMLTZLVWpvZ1VOaTU2TjhwYUpwTGRiVW5vejdkaURFYWJibTlBMnRoWkNwVFhCRHVLS1FSeGJiYk9wcFU4MnRlVXViSGxJV0YyTFF6dW9BZVo5cmdMSzUxUGpMSE1FSDBDMWZVa1dOYWllVnFxY3JKWExLTWs0X3pHb0EwN2djckE?oc=5,TechAfrica News,12 May 2026,,,,,no,yes,0,8
Ethiopia,Digital Economy,Defendants In 1.9bln Birr Fintech Fraud Scheme Granted Bail,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1hY0hWTWJiZ2tSOVR3TnZLei1zcGFNWFFKeWZLUFYzWUh3ZFN0TWRxdnBGS1BoTkROVnJiQ0pZU2l1UzBjSkUtVGlaSFp5cW5sWWRQNQ?oc=5,The Reporter Ethiopia,11 May 2026,,,,,no,yes,1,7
Ethiopia,Digital Economy,Why Amazon Just Named an Ethiopian Student’s AI the Best in the World,https://addisinsight.net/2026/05/14/why-amazon-just-named-an-ethiopian-students-ai-the-best-in-the-world/,Addis Insight,13 May 2026,,,,,no,no,2,6
Ethiopia,Governance,Renewed Tigray tensions raise fears of Ethiopia-Eritrea war,https://news.google.com/rss/articles/CBMilwFBVV95cUxQODJqU2VHY05vQThFWllMSTBjWjBuX1FXSTh4eE9wYldLaGRLWG1DbVIyUm80ZF9rU2xid1RwbTFrUVVPY1ZKS2g2Umd6bE8zcWw2aWRjSnR0NWptMDJyeHFQZGN4RW51QTM2TDB0cEd2a3A3QUhXRjhKb1g2M2ZzNWVyamF3V3BqMG1KRDg4NmFGZjJId2dv0gGXAUFVX3lxTE1nWk5hbHBfNWJLVmZhazg3NXN6cU8zNHVCM21NSGFzWVMxWVJYdjJDREpmNXMyNVNzeEVwblBFbV94RG9UNW1HbW5JM0RGUm9lcTBrOTJKQ3VYV1JBRkNWbVZWRmRQLUc0S1RjTC1WWWUwbVdUV3AweWNjUWw4UW1DbDJwc1F2NExGcmp2MnZ6WmFfamN2TWc?oc=5,DW.com,13 May 2026,,,,,no,yes,0,13
Ethiopia,Governance,"The Human Rights Crisis in Ethiopia, May 15, 2026",https://www.genocidewatch.com/single-post/the-human-rights-crisis-in-ethiopia-may-15-2026,Genocide Watch,14 May 2026,,,,,no,no,1,7
Ethiopia,Governance,Ronald Lamola criticizes ‘deliberate disregard’ for African peace initiatives + EU policy shift on Ethiopia,https://news.google.com/rss/articles/CBMi8AFBVV95cUxPVk9TVkUxZ0p5RThURzBaVU9TclZhUkdMejZOY2lJeEF2Q1dvUHljRDFzVkdSTjVzTHhPYVo3QlM4cXB0d1FKaFI4bDNnbWdBQ0REOTV2a05xajY3bUVsV3EyTWhHdnVHTzZnRGlTdVozMjZSZ3F6ZWYtM3FGSkhVcTNhU2YtVjFCTnRpdDhMSzBxTmVWY2ZISmROT243UklqNkQxYzhJdl9wOGF3dW1UT0xDRHlna0R4c2lNZFp0V2VDVXBVWEJRMTRMZXYyY0JKYUU5Qllyb0t3UHZsTTBxNXRzT1lOLXk3eUk3QjRBVFg?oc=5,Table.Briefings,14 May 2026,,,,,no,yes,2,6
Ethiopia,Agrifood & Climate,Drought and displacement affect millions in Somalia and Ethiopia,https://www.doctorswithoutborders.org/latest/drought-and-displacement-affect-millions-somalia-and-ethiopia,Doctors Without Borders,12 May 2026,,© Médecins Sans Frontières 2026 Federal tax ID#: 13-3433452,"Unrestricted donations enable MSF to carry out our programs around the world. If we cannot honor a specific request, we will reallocate your donation to where the needs are greatest.",,yes,no,0,10
Ethiopia,Agrifood & Climate,Drought and displacement push millions to the brink in Somalia and Ethiopia’s Somali Region,https://www.msf.org/drought-and-displacement-push-millions-brink-somalia-and-ethiopia,MSF - Médecins Sans Frontières,11 May 2026,,,,,no,no,1,7
